2020-10-09 19:50 [ WARN]                   CityDAO:   398 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 19:51 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 19:51 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 19:51 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 19:51 [ WARN]               ResourceDAO:   218 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 19:51 [ WARN]               ResourceDAO:   190 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 19:51 [ WARN]                   CityDAO:   351 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 19:51 [ WARN]                   CityDAO:   398 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 19:51 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 19:51 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 19:51 [TRACE]          CommandContainer:    27 - Number of commands --> 8
2020-10-09 19:51 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 19:51 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 19:51 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 19:51 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 19:51 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 19:51 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 19:51 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 19:51 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 19:51 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 19:51 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 19:51 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 19:51 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 19:51 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 19:51 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 19:51 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 19:51 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 19:51 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 19:51 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 19:51 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 19:51 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 19:51 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 19:51 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 19:51 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 19:54 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 19:54 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 19:54 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 19:54 [ WARN]               ResourceDAO:   218 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 19:54 [ WARN]               ResourceDAO:   190 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 19:54 [ WARN]                   CityDAO:   351 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 19:54 [ WARN]                   CityDAO:   398 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 19:54 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 19:54 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 19:54 [TRACE]          CommandContainer:    27 - Number of commands --> 8
2020-10-09 19:54 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 19:54 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 19:54 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 19:54 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 19:54 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 19:55 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 19:55 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 19:55 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 19:55 [ WARN]               ResourceDAO:   218 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice?sslMode=DISABLED&serverTimezone=UTC&useSSL=false'
2020-10-09 19:55 [ WARN]               ResourceDAO:   190 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice?sslMode=DISABLED&serverTimezone=UTC&useSSL=false'
2020-10-09 19:55 [ WARN]                   CityDAO:   351 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice?sslMode=DISABLED&serverTimezone=UTC&useSSL=false'
2020-10-09 19:55 [ WARN]                   CityDAO:   398 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice?sslMode=DISABLED&serverTimezone=UTC&useSSL=false'
2020-10-09 19:55 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 19:55 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 19:55 [TRACE]          CommandContainer:    27 - Number of commands --> 8
2020-10-09 19:55 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 19:55 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 19:55 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 19:55 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 19:55 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 19:55 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 19:55 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 19:55 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 19:55 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 19:55 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 19:55 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 19:56 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 19:56 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 19:56 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 19:56 [ WARN]               ResourceDAO:   218 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 19:56 [ WARN]               ResourceDAO:   190 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 19:56 [ WARN]                   CityDAO:   351 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 19:56 [ WARN]                   CityDAO:   398 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 19:56 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 19:56 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 19:56 [TRACE]          CommandContainer:    27 - Number of commands --> 8
2020-10-09 19:56 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 19:56 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 19:56 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 19:56 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 19:56 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 19:59 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 19:59 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 19:59 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 20:00 [ WARN]               ResourceDAO:   218 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:00 [ WARN]               ResourceDAO:   190 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:00 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 20:00 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 20:00 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 20:00 [ WARN]               ResourceDAO:   218 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:05 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 20:05 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 20:05 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 20:05 [ WARN]               ResourceDAO:   218 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:05 [ WARN]               ResourceDAO:   190 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:05 [ WARN]                   CityDAO:   351 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:05 [ WARN]                   CityDAO:   398 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:05 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:05 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 20:05 [TRACE]          CommandContainer:    27 - Number of commands --> 8
2020-10-09 20:05 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:05 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 20:05 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 20:05 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:05 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:05 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:05 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:05 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 20:05 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 20:05 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:05 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:06 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 20:06 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 20:06 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 20:06 [ WARN]               ResourceDAO:   218 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:11 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 20:11 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 20:11 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 20:11 [ WARN]               ResourceDAO:   218 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 20:11 [ WARN]               ResourceDAO:   190 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 20:11 [ WARN]                   CityDAO:   351 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 20:11 [ WARN]                   CityDAO:   398 - java.sql.SQLNonTransientConnectionException: Public Key Retrieval is not allowed
2020-10-09 20:11 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:11 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 20:11 [TRACE]          CommandContainer:    27 - Number of commands --> 8
2020-10-09 20:11 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:11 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 20:11 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 20:11 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:11 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:11 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:11 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:11 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 20:11 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 20:11 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:11 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:12 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:12 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:12 [TRACE]               MainCommand:    75 - Initializing current city as: City{Одесса}
2020-10-09 20:12 [DEBUG]               MainCommand:    79 - Save currentCity to session: City{Одесса}
2020-10-09 20:12 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:12 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:12 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:12 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:12 [DEBUG]               MainCommand:    79 - Save currentCity to session: City{Одесса}
2020-10-09 20:12 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:12 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:12 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 20:12 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 20:12 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 20:12 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:12 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 20:12 [TRACE]          CommandContainer:    27 - Number of commands --> 8
2020-10-09 20:12 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:12 [TRACE]               MainCommand:    75 - Initializing current city as: City{Одесса}
2020-10-09 20:12 [DEBUG]               MainCommand:    79 - Save currentCity to session: City{Одесса}
2020-10-09 20:12 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:12 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:13 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 20:13 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 20:13 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 20:13 [ WARN]               ResourceDAO:   218 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:13 [ WARN]               ResourceDAO:   190 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:13 [ WARN]                   CityDAO:   351 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:13 [ WARN]                   CityDAO:   398 - org.apache.tomcat.dbcp.dbcp.SQLNestedException: Cannot create JDBC driver of class '' for connect URL 'jdbc:mysql://localhost:3306/deliveryservice'
2020-10-09 20:13 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:13 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 20:13 [TRACE]          CommandContainer:    27 - Number of commands --> 8
2020-10-09 20:13 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:13 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 20:13 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 20:13 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:13 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:13 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:13 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:13 [TRACE]               MainCommand:    75 - Initializing current city as: null
2020-10-09 20:13 [DEBUG]               MainCommand:    79 - Save currentCity to session: null
2020-10-09 20:13 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:13 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:15 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 20:15 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 20:15 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 20:15 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:15 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 20:15 [TRACE]          CommandContainer:    27 - Number of commands --> 8
2020-10-09 20:15 [DEBUG]               MainCommand:    26 - Main command starts
2020-10-09 20:15 [TRACE]               MainCommand:    75 - Initializing current city as: City{Одесса}
2020-10-09 20:15 [DEBUG]               MainCommand:    79 - Save currentCity to session: City{Одесса}
2020-10-09 20:15 [DEBUG]               MainCommand:   120 - Main command ends forward to /WEB-INF/jsp/main.jsp
2020-10-09 20:15 [DEBUG]            MainController:    66 - Controller finished. forward adress: /WEB-INF/jsp/main.jsp
2020-10-09 20:43 [DEBUG]            EncodingFilter:    45 - Filter initialization starts
2020-10-09 20:43 [TRACE]            EncodingFilter:    47 - Encoding from web.xml --> UTF-8
2020-10-09 20:43 [DEBUG]            EncodingFilter:    48 - Filter initialization finished
2020-10-09 20:43 [DEBUG]            MainController:    58 - MainController starts
2020-10-09 20:43 [DEBUG]          CommandContainer:    26 - Command container was successfully initialized
2020-10-09 20:43 [TRACE]          CommandContainer:    27 - Number of commands --> 8
